x,y,z
-7.442518e+00,-4.054656e+00,2.986798e+01
-7.408719e+00,-4.036923e+00,2.981844e+01
-7.375083e+00,-4.019636e+00,2.976876e+01
-7.341611e+00,-4.002793e+00,2.971896e+01
-7.308308e+00,-3.986390e+00,2.966904e+01
-7.275174e+00,-3.970424e+00,2.961900e+01
-7.242213e+00,-3.954891e+00,2.956884e+01
-7.209428e+00,-3.939789e+00,2.951858e+01
-7.176821e+00,-3.925114e+00,2.946822e+01
-7.144395e+00,-3.910863e+00,2.941776e+01
-7.112152e+00,-3.897033e+00,2.936721e+01
-7.080093e+00,-3.883621e+00,2.931657e+01
-7.048223e+00,-3.870622e+00,2.926585e+01
-7.016542e+00,-3.858034e+00,2.921505e+01
-6.985053e+00,-3.845854e+00,2.916418e+01
-6.953759e+00,-3.834078e+00,2.911323e+01
-6.922661e+00,-3.822702e+00,2.906223e+01
-6.891760e+00,-3.811724e+00,2.901116e+01
-6.861060e+00,-3.801140e+00,2.896004e+01
-6.830563e+00,-3.790947e+00,2.890887e+01
-6.800269e+00,-3.781141e+00,2.885765e+01
-6.770181e+00,-3.771719e+00,2.880639e+01
-6.740300e+00,-3.762678e+00,2.875509e+01
-6.710629e+00,-3.754014e+00,2.870375e+01
-6.681168e+00,-3.745723e+00,2.865239e+01
-6.651920e+00,-3.737804e+00,2.860100e+01
-6.622887e+00,-3.730251e+00,2.854958e+01
-6.594068e+00,-3.723062e+00,2.849814e+01
-6.565467e+00,-3.716234e+00,2.844669e+01
-6.537084e+00,-3.709763e+00,2.839523e+01
-6.508921e+00,-3.703646e+00,2.834375e+01
-6.480979e+00,-3.697880e+00,2.829227e+01
-6.453259e+00,-3.692461e+00,2.824079e+01
-6.425763e+00,-3.687386e+00,2.818931e+01
-6.398492e+00,-3.682652e+00,2.813784e+01
-6.371447e+00,-3.678256e+00,2.808637e+01
-6.344629e+00,-3.674194e+00,2.803492e+01
-6.318039e+00,-3.670464e+00,2.798348e+01
-6.291678e+00,-3.667061e+00,2.793205e+01
-6.265547e+00,-3.663983e+00,2.788065e+01
-6.239647e+00,-3.661228e+00,2.782927e+01
-6.213978e+00,-3.658790e+00,2.777792e+01
-6.188543e+00,-3.656669e+00,2.772660e+01
-6.163341e+00,-3.654860e+00,2.767530e+01
-6.138374e+00,-3.653361e+00,2.762405e+01
-6.113641e+00,-3.652168e+00,2.757283e+01
-6.089145e+00,-3.651278e+00,2.752165e+01
-6.064884e+00,-3.650690e+00,2.747051e+01
-6.040861e+00,-3.650399e+00,2.741942e+01
-6.017075e+00,-3.650402e+00,2.736838e+01
-5.993528e+00,-3.650698e+00,2.731739e+01
-5.970219e+00,-3.651283e+00,2.726645e+01
-5.947149e+00,-3.652153e+00,2.721557e+01
-5.924319e+00,-3.653308e+00,2.716474e+01
-5.901729e+00,-3.654743e+00,2.711397e+01
-5.879379e+00,-3.656455e+00,2.706327e+01
-5.857271e+00,-3.658443e+00,2.701263e+01
-5.835403e+00,-3.660704e+00,2.696206e+01
-5.813777e+00,-3.663235e+00,2.691156e+01
-5.792392e+00,-3.666033e+00,2.686113e+01
-5.771250e+00,-3.669095e+00,2.681077e+01
-5.750349e+00,-3.672420e+00,2.676049e+01
-5.729691e+00,-3.676005e+00,2.671028e+01
-5.709275e+00,-3.679847e+00,2.666016e+01
-5.689102e+00,-3.683944e+00,2.661012e+01
-5.669172e+00,-3.688293e+00,2.656016e+01
-5.649485e+00,-3.692892e+00,2.651028e+01
-5.630040e+00,-3.697738e+00,2.646049e+01
-5.610839e+00,-3.702830e+00,2.641080e+01
-5.591880e+00,-3.708165e+00,2.636119e+01
-5.573165e+00,-3.713741e+00,2.631168e+01
-5.554692e+00,-3.719556e+00,2.626226e+01
-5.536462e+00,-3.725607e+00,2.621293e+01
-5.518475e+00,-3.731892e+00,2.616371e+01
-5.500730e+00,-3.738409e+00,2.611458e+01
-5.483228e+00,-3.745157e+00,2.606556e+01
-5.465969e+00,-3.752132e+00,2.601664e+01
-5.448951e+00,-3.759334e+00,2.596782e+01
-5.432176e+00,-3.766760e+00,2.591911e+01
-5.415643e+00,-3.774407e+00,2.587051e+01
-5.399351e+00,-3.782275e+00,2.582202e+01
-5.383301e+00,-3.790361e+00,2.577364e+01
-5.367493e+00,-3.798664e+00,2.572537e+01
-5.351925e+00,-3.807182e+00,2.567721e+01
-5.336598e+00,-3.815912e+00,2.562918e+01
-5.321511e+00,-3.824854e+00,2.558125e+01
-5.306664e+00,-3.834005e+00,2.553345e+01
-5.292058e+00,-3.843363e+00,2.548577e+01
-5.277690e+00,-3.852928e+00,2.543821e+01
-5.263562e+00,-3.862698e+00,2.539077e+01
-5.249673e+00,-3.872670e+00,2.534345e+01
-5.236022e+00,-3.882844e+00,2.529626e+01
-5.222609e+00,-3.893217e+00,2.524920e+01
-5.209434e+00,-3.903790e+00,2.520227e+01
-5.196496e+00,-3.914559e+00,2.515546e+01
-5.183795e+00,-3.925523e+00,2.510879e+01
-5.171331e+00,-3.936682e+00,2.506225e+01
-5.159102e+00,-3.948034e+00,2.501584e+01
-5.147109e+00,-3.959577e+00,2.496957e+01
-5.135351e+00,-3.971310e+00,2.492343e+01
-5.123828e+00,-3.983232e+00,2.487743e+01
-5.112539e+00,-3.995342e+00,2.483157e+01
-5.101484e+00,-4.007639e+00,2.478585e+01
-5.090662e+00,-4.020120e+00,2.474027e+01
-5.080073e+00,-4.032786e+00,2.469483e+01
-5.069716e+00,-4.045636e+00,2.464954e+01
-5.059591e+00,-4.058667e+00,2.460439e+01
-5.049698e+00,-4.071879e+00,2.455938e+01
-5.040035e+00,-4.085271e+00,2.451453e+01
-5.030602e+00,-4.098842e+00,2.446982e+01
-5.021399e+00,-4.112591e+00,2.442526e+01
-5.012426e+00,-4.126517e+00,2.438085e+01
-5.003681e+00,-4.140619e+00,2.433660e+01
-4.995164e+00,-4.154896e+00,2.429250e+01
-4.986875e+00,-4.169348e+00,2.424855e+01
-4.978814e+00,-4.183973e+00,2.420475e+01
-4.970978e+00,-4.198771e+00,2.416112e+01
-4.963369e+00,-4.213741e+00,2.411764e+01
-4.955986e+00,-4.228883e+00,2.407432e+01
-4.948827e+00,-4.244195e+00,2.403116e+01
-4.941893e+00,-4.259676e+00,2.398816e+01
-4.935183e+00,-4.275327e+00,2.394532e+01
-4.928696e+00,-4.291146e+00,2.390265e+01
-4.922431e+00,-4.307134e+00,2.386014e+01
-4.916389e+00,-4.323288e+00,2.381780e+01
-4.910569e+00,-4.339610e+00,2.377563e+01
-4.904970e+00,-4.356097e+00,2.373362e+01
-4.899592e+00,-4.372750e+00,2.369178e+01
-4.894433e+00,-4.389568e+00,2.365011e+01
-4.889494e+00,-4.406551e+00,2.360862e+01
-4.884774e+00,-4.423699e+00,2.356729e+01
-4.880272e+00,-4.441009e+00,2.352614e+01
-4.875989e+00,-4.458484e+00,2.348517e+01
-4.871922e+00,-4.476121e+00,2.344437e+01
-4.868072e+00,-4.493921e+00,2.340374e+01
-4.864439e+00,-4.511883e+00,2.336330e+01
-4.861021e+00,-4.530007e+00,2.332304e+01
-4.857818e+00,-4.548292e+00,2.328295e+01
-4.854830e+00,-4.566739e+00,2.324305e+01
-4.852056e+00,-4.585347e+00,2.320333e+01
-4.849496e+00,-4.604116e+00,2.316380e+01
-4.847149e+00,-4.623045e+00,2.312445e+01
-4.845014e+00,-4.642135e+00,2.308528e+01
-4.843091e+00,-4.661384e+00,2.304631e+01
-4.841379e+00,-4.680794e+00,2.300752e+01
-4.839879e+00,-4.700364e+00,2.296892e+01
-4.838589e+00,-4.720093e+00,2.293052e+01
-4.837509e+00,-4.739982e+00,2.289231e+01
-4.836638e+00,-4.760030e+00,2.285429e+01
-4.835977e+00,-4.780238e+00,2.281646e+01
-4.835523e+00,-4.800605e+00,2.277883e+01
-4.835278e+00,-4.821131e+00,2.274140e+01
-4.835240e+00,-4.841816e+00,2.270417e+01
-4.835409e+00,-4.862660e+00,2.266714e+01
-4.835785e+00,-4.883664e+00,2.263030e+01
-4.836367e+00,-4.904826e+00,2.259367e+01
-4.837154e+00,-4.926148e+00,2.255725e+01
-4.838147e+00,-4.947629e+00,2.252103e+01
-4.839344e+00,-4.969269e+00,2.248501e+01
-4.840745e+00,-4.991068e+00,2.244920e+01
-4.842350e+00,-5.013027e+00,2.241360e+01
-4.844158e+00,-5.035145e+00,2.237821e+01
-4.846170e+00,-5.057422e+00,2.234304e+01
-4.848383e+00,-5.079859e+00,2.230807e+01
-4.850799e+00,-5.102456e+00,2.227332e+01
-4.853416e+00,-5.125212e+00,2.223878e+01
-4.856235e+00,-5.148129e+00,2.220446e+01
-4.859254e+00,-5.171205e+00,2.217036e+01
-4.862474e+00,-5.194442e+00,2.213648e+01
-4.865893e+00,-5.217839e+00,2.210281e+01
-4.869512e+00,-5.241396e+00,2.206937e+01
-4.873331e+00,-5.265114e+00,2.203616e+01
-4.877348e+00,-5.288994e+00,2.200317e+01
-4.881564e+00,-5.313034e+00,2.197040e+01
-4.885977e+00,-5.337235e+00,2.193786e+01
-4.890589e+00,-5.361598e+00,2.190555e+01
-4.895397e+00,-5.386123e+00,2.187348e+01
-4.900403e+00,-5.410810e+00,2.184163e+01
-4.905605e+00,-5.435659e+00,2.181002e+01
-4.911004e+00,-5.460670e+00,2.177864e+01
-4.916598e+00,-5.485843e+00,2.174750e+01
-4.922389e+00,-5.511180e+00,2.171660e+01
-4.928374e+00,-5.536680e+00,2.168594e+01
-4.934555e+00,-5.562343e+00,2.165551e+01
-4.940930e+00,-5.588170e+00,2.162533e+01
-4.947499e+00,-5.614160e+00,2.159540e+01
-4.954263e+00,-5.640315e+00,2.156571e+01
-4.961220e+00,-5.666634e+00,2.153627e+01
-4.968371e+00,-5.693118e+00,2.150708e+01
-4.975715e+00,-5.719766e+00,2.147814e+01
-4.983252e+00,-5.746580e+00,2.144945e+01
-4.990982e+00,-5.773559e+00,2.142102e+01
-4.998904e+00,-5.800704e+00,2.139284e+01
-5.007018e+00,-5.828015e+00,2.136491e+01
-5.015323e+00,-5.855492e+00,2.133725e+01
-5.023821e+00,-5.883136e+00,2.130985e+01
-5.032510e+00,-5.910946e+00,2.128271e+01
-5.041390e+00,-5.938924e+00,2.125584e+01
-5.050460e+00,-5.967069e+00,2.122923e+01
-5.059722e+00,-5.995381e+00,2.120289e+01
-5.069173e+00,-6.023861e+00,2.117682e+01
-5.078815e+00,-6.052509e+00,2.115102e+01
-5.088647e+00,-6.081325e+00,2.112549e+01
-5.098669e+00,-6.110310e+00,2.110024e+01
-5.108880e+00,-6.139464e+00,2.107527e+01
-5.119280e+00,-6.168787e+00,2.105057e+01
-5.129870e+00,-6.198279e+00,2.102616e+01
-5.140649e+00,-6.227940e+00,2.100203e+01
-5.151616e+00,-6.257771e+00,2.097818e+01
-5.162772e+00,-6.287772e+00,2.095462e+01
-5.174116e+00,-6.317943e+00,2.093135e+01
-5.185648e+00,-6.348284e+00,2.090836e+01
-5.197368e+00,-6.378796e+00,2.088568e+01
-5.209277e+00,-6.409478e+00,2.086328e+01
-5.221372e+00,-6.440331e+00,2.084118e+01
-5.233656e+00,-6.471355e+00,2.081938e+01
-5.246126e+00,-6.502550e+00,2.079788e+01
-5.258784e+00,-6.533917e+00,2.077669e+01
-5.271629e+00,-6.565454e+00,2.075580e+01
-5.284661e+00,-6.597163e+00,2.073521e+01
-5.297879e+00,-6.629044e+00,2.071494e+01
-5.311284e+00,-6.661096e+00,2.069497e+01
-5.324875e+00,-6.693320e+00,2.067532e+01
-5.338653e+00,-6.725715e+00,2.065599e+01
-5.352616e+00,-6.758283e+00,2.063697e+01
-5.366766e+00,-6.791022e+00,2.061827e+01
-5.381101e+00,-6.823933e+00,2.059990e+01
-5.395623e+00,-6.857015e+00,2.058185e+01
-5.410329e+00,-6.890270e+00,2.056413e+01
-5.425221e+00,-6.923696e+00,2.054673e+01
-5.440299e+00,-6.957294e+00,2.052967e+01
-5.455561e+00,-6.991063e+00,2.051294e+01
-5.471009e+00,-7.025004e+00,2.049655e+01
-5.486641e+00,-7.059116e+00,2.048049e+01
-5.502458e+00,-7.093399e+00,2.046478e+01
-5.518460e+00,-7.127853e+00,2.044941e+01
-5.534646e+00,-7.162478e+00,2.043439e+01
-5.551016e+00,-7.197274e+00,2.041971e+01
-5.567571e+00,-7.232240e+00,2.040539e+01
-5.584310e+00,-7.267377e+00,2.039142e+01
-5.601232e+00,-7.302683e+00,2.037780e+01
-5.618339e+00,-7.338159e+00,2.036454e+01
-5.635629e+00,-7.373804e+00,2.035165e+01
-5.653102e+00,-7.409617e+00,2.033911e+01
-5.670759e+00,-7.445600e+00,2.032695e+01
-5.688599e+00,-7.481750e+00,2.031515e+01
-5.706622e+00,-7.518068e+00,2.030372e+01
-5.724828e+00,-7.554553e+00,2.029267e+01
-5.743216e+00,-7.591205e+00,2.028199e+01
-5.761787e+00,-7.628023e+00,2.027170e+01
-5.780541e+00,-7.665007e+00,2.026178e+01
-5.799477e+00,-7.702155e+00,2.025225e+01
-5.818595e+00,-7.739468e+00,2.024311e+01
-5.837894e+00,-7.776944e+00,2.023435e+01
-5.857375e+00,-7.814584e+00,2.022599e+01
-5.877038e+00,-7.852386e+00,2.021803e+01
-5.896882e+00,-7.890349e+00,2.021046e+01
-5.916908e+00,-7.928473e+00,2.020330e+01
-5.937114e+00,-7.966756e+00,2.019654e+01
-5.957500e+00,-8.005199e+00,2.019018e+01
-5.978067e+00,-8.043800e+00,2.018424e+01
-5.998815e+00,-8.082557e+00,2.017871e+01
-6.019742e+00,-8.121471e+00,2.017359e+01
-6.040849e+00,-8.160540e+00,2.016889e+01
-6.062136e+00,-8.199763e+00,2.016462e+01
-6.083602e+00,-8.239138e+00,2.016077e+01
-6.105247e+00,-8.278666e+00,2.015734e+01
-6.127070e+00,-8.318343e+00,2.015435e+01
-6.149072e+00,-8.358170e+00,2.015179e+01
-6.171252e+00,-8.398145e+00,2.014966e+01
-6.193610e+00,-8.438266e+00,2.014798e+01
-6.216145e+00,-8.478533e+00,2.014673e+01
-6.238857e+00,-8.518943e+00,2.014594e+01
-6.261747e+00,-8.559495e+00,2.014559e+01
-6.284812e+00,-8.600188e+00,2.014569e+01
-6.308054e+00,-8.641020e+00,2.014625e+01
-6.331471e+00,-8.681989e+00,2.014726e+01
-6.355064e+00,-8.723094e+00,2.014873e+01
-6.378832e+00,-8.764333e+00,2.015067e+01
-6.402774e+00,-8.805704e+00,2.015308e+01
-6.426890e+00,-8.847205e+00,2.015595e+01
-6.451180e+00,-8.888835e+00,2.015930e+01
-6.475643e+00,-8.930590e+00,2.016312e+01
-6.500279e+00,-8.972470e+00,2.016743e+01
-6.525087e+00,-9.014473e+00,2.017221e+01
-6.550067e+00,-9.056595e+00,2.017748e+01
-6.575217e+00,-9.098835e+00,2.018324e+01
-6.600539e+00,-9.141190e+00,2.018949e+01
-6.626030e+00,-9.183659e+00,2.019624e+01
-6.651691e+00,-9.226238e+00,2.020348e+01
-6.677521e+00,-9.268925e+00,2.021123e+01
-6.703519e+00,-9.311718e+00,2.021948e+01
-6.729685e+00,-9.354615e+00,2.022824e+01
-6.756017e+00,-9.397611e+00,2.023750e+01
-6.782516e+00,-9.440706e+00,2.024728e+01
-6.809181e+00,-9.483895e+00,2.025758e+01
-6.836010e+00,-9.527176e+00,2.026840e+01
-6.863004e+00,-9.570546e+00,2.027974e+01
-6.890161e+00,-9.614002e+00,2.029161e+01
-6.917480e+00,-9.657541e+00,2.030400e+01
-6.944962e+00,-9.701160e+00,2.031693e+01
-6.972604e+00,-9.744855e+00,2.033040e+01
-7.000407e+00,-9.788623e+00,2.034440e+01
-7.028368e+00,-9.832461e+00,2.035894e+01
-7.056488e+00,-9.876365e+00,2.037403e+01
-7.084765e+00,-9.920332e+00,2.038967e+01
-7.113199e+00,-9.964358e+00,2.040585e+01
-7.141788e+00,-1.000844e+01,2.042259e+01
-7.170532e+00,-1.005257e+01,2.043989e+01
-7.199429e+00,-1.009675e+01,2.045775e+01
-7.228478e+00,-1.014098e+01,2.047616e+01
-7.257678e+00,-1.018524e+01,2.049515e+01
-7.287029e+00,-1.022954e+01,2.051470e+01
-7.316528e+00,-1.027387e+01,2.053482e+01
-7.346175e+00,-1.031823e+01,2.055552e+01
-7.375969e+00,-1.036261e+01,2.057679e+01
-7.405908e+00,-1.040701e+01,2.059865e+01
-7.435991e+00,-1.045142e+01,2.062108e+01
-7.466216e+00,-1.049585e+01,2.064410e+01
-7.496583e+00,-1.054027e+01,2.066771e+01
-7.527089e+00,-1.058470e+01,2.069191e+01
-7.557734e+00,-1.062912e+01,2.071670e+01
-7.588516e+00,-1.067353e+01,2.074208e+01
-7.619434e+00,-1.071792e+01,2.076807e+01
-7.650486e+00,-1.076230e+01,2.079465e+01
-7.681670e+00,-1.080665e+01,2.082184e+01
-7.712985e+00,-1.085096e+01,2.084963e+01
-7.744429e+00,-1.089524e+01,2.087803e+01
-7.776000e+00,-1.093948e+01,2.090703e+01
-7.807698e+00,-1.098367e+01,2.093665e+01
-7.839519e+00,-1.102781e+01,2.096689e+01
-7.871463e+00,-1.107189e+01,2.099774e+01
-7.903527e+00,-1.111590e+01,2.102920e+01
-7.935710e+00,-1.115984e+01,2.106129e+01
-7.968009e+00,-1.120370e+01,2.109400e+01
-8.000423e+00,-1.124749e+01,2.112733e+01
-8.032950e+00,-1.129118e+01,2.116129e+01
-8.065587e+00,-1.133477e+01,2.119588e+01
-8.098333e+00,-1.137826e+01,2.123109e+01
-8.131185e+00,-1.142165e+01,2.126693e+01
-8.164141e+00,-1.146491e+01,2.130341e+01
-8.197199e+00,-1.150806e+01,2.134052e+01
-8.230358e+00,-1.155107e+01,2.137826e+01
-8.263613e+00,-1.159395e+01,2.141664e+01
-8.296964e+00,-1.163669e+01,2.145566e+01
-8.330407e+00,-1.167927e+01,2.149531e+01
-8.363940e+00,-1.172170e+01,2.153560e+01
-8.397561e+00,-1.176396e+01,2.157653e+01
-8.431267e+00,-1.180605e+01,2.161810e+01
-8.465056e+00,-1.184796e+01,2.166031e+01
-8.498924e+00,-1.188969e+01,2.170317e+01
-8.532870e+00,-1.193121e+01,2.174666e+01
-8.566890e+00,-1.197254e+01,2.179080e+01
-8.600982e+00,-1.201365e+01,2.183558e+01
-8.635143e+00,-1.205455e+01,2.188100e+01
-8.669369e+00,-1.209522e+01,2.192707e+01
-8.703659e+00,-1.213565e+01,2.197377e+01
-8.738008e+00,-1.217584e+01,2.202112e+01
-8.772414e+00,-1.221578e+01,2.206911e+01
-8.806875e+00,-1.225547e+01,2.211775e+01
-8.841385e+00,-1.229488e+01,2.216702e+01
-8.875943e+00,-1.233402e+01,2.221693e+01
-8.910546e+00,-1.237287e+01,2.226748e+01
-8.945189e+00,-1.241143e+01,2.231867e+01
-8.979869e+00,-1.244968e+01,2.237049e+01
-9.014584e+00,-1.248763e+01,2.242295e+01
-9.049329e+00,-1.252526e+01,2.247604e+01
-9.084101e+00,-1.256255e+01,2.252977e+01
-9.118897e+00,-1.259951e+01,2.258412e+01
-9.153712e+00,-1.263612e+01,2.263910e+01
-9.188544e+00,-1.267238e+01,2.269471e+01
-9.223388e+00,-1.270827e+01,2.275095e+01
-9.258240e+00,-1.274379e+01,2.280780e+01
-9.293097e+00,-1.277892e+01,2.286527e+01
-9.327955e+00,-1.281366e+01,2.292336e+01
-9.362810e+00,-1.284800e+01,2.298207e+01
-9.397658e+00,-1.288193e+01,2.304138e+01
-9.432494e+00,-1.291543e+01,2.310130e+01
-9.467315e+00,-1.294851e+01,2.316182e+01
-9.502117e+00,-1.298114e+01,2.322294e+01
-9.536894e+00,-1.301333e+01,2.328466e+01
-9.571644e+00,-1.304505e+01,2.334697e+01
-9.606361e+00,-1.307631e+01,2.340987e+01
-9.641041e+00,-1.310709e+01,2.347335e+01
-9.675681e+00,-1.313737e+01,2.353741e+01
-9.710274e+00,-1.316716e+01,2.360204e+01
-9.744817e+00,-1.319645e+01,2.366724e+01
-9.779305e+00,-1.322521e+01,2.373301e+01
-9.813733e+00,-1.325345e+01,2.379933e+01
-9.848098e+00,-1.328115e+01,2.386621e+01
-9.882393e+00,-1.330830e+01,2.393363e+01
-9.916614e+00,-1.333490e+01,2.400159e+01
-9.950757e+00,-1.336093e+01,2.407009e+01
-9.984816e+00,-1.338639e+01,2.413912e+01
-1.001879e+01,-1.341126e+01,2.420867e+01
-1.005266e+01,-1.343553e+01,2.427873e+01
-1.008644e+01,-1.345920e+01,2.434931e+01
-1.012012e+01,-1.348225e+01,2.442038e+01
-1.015368e+01,-1.350468e+01,2.449195e+01
-1.018714e+01,-1.352648e+01,2.456400e+01
-1.022047e+01,-1.354763e+01,2.463653e+01
-1.025368e+01,-1.356814e+01,2.470953e+01
-1.028676e+01,-1.358797e+01,2.478299e+01
-1.031970e+01,-1.360714e+01,2.485690e+01
-1.035250e+01,-1.362563e+01,2.493126e+01
-1.038516e+01,-1.364343e+01,2.500605e+01
-1.041767e+01,-1.366052e+01,2.508127e+01
-1.045002e+01,-1.367691e+01,2.515690e+01
-1.048220e+01,-1.369259e+01,2.523294e+01
-1.051422e+01,-1.370754e+01,2.530938e+01
-1.054607e+01,-1.372175e+01,2.538620e+01
-1.057773e+01,-1.373522e+01,2.546340e+01
-1.060921e+01,-1.374794e+01,2.554097e+01
-1.064051e+01,-1.375990e+01,2.561889e+01
-1.067160e+01,-1.377109e+01,2.569716e+01
-1.070249e+01,-1.378150e+01,2.577575e+01
-1.073318e+01,-1.379113e+01,2.585467e+01
-1.076365e+01,-1.379997e+01,2.593390e+01
-1.079390e+01,-1.380801e+01,2.601343e+01
-1.082393e+01,-1.381524e+01,2.609325e+01
-1.085373e+01,-1.382165e+01,2.617333e+01
-1.088329e+01,-1.382724e+01,2.625368e+01
-1.091260e+01,-1.383201e+01,2.633428e+01
-1.094167e+01,-1.383593e+01,2.641512e+01
-1.097049e+01,-1.383902e+01,2.649617e+01
-1.099904e+01,-1.384125e+01,2.657744e+01
-1.102733e+01,-1.384262e+01,2.665890e+01
-1.105535e+01,-1.384314e+01,2.674055e+01
-1.108308e+01,-1.384278e+01,2.682236e+01
-1.111054e+01,-1.384155e+01,2.690433e+01
-1.113770e+01,-1.383945e+01,2.698644e+01
-1.116457e+01,-1.383645e+01,2.706868e+01
-1.119114e+01,-1.383257e+01,2.715103e+01
-1.121740e+01,-1.382779e+01,2.723347e+01
-1.124334e+01,-1.382211e+01,2.731600e+01
-1.126897e+01,-1.381552e+01,2.739860e+01
-1.129427e+01,-1.380803e+01,2.748124e+01
-1.131924e+01,-1.379962e+01,2.756393e+01
-1.134388e+01,-1.379030e+01,2.764663e+01
-1.136817e+01,-1.378006e+01,2.772935e+01
-1.139211e+01,-1.376889e+01,2.781205e+01
-1.141570e+01,-1.375680e+01,2.789472e+01
-1.143893e+01,-1.374378e+01,2.797736e+01
-1.146180e+01,-1.372983e+01,2.805993e+01
-1.148429e+01,-1.371495e+01,2.814244e+01
-1.150641e+01,-1.369913e+01,2.822485e+01
-1.152815e+01,-1.368237e+01,2.830715e+01
-1.154949e+01,-1.366468e+01,2.838934e+01
-1.157045e+01,-1.364605e+01,2.847138e+01
-1.159100e+01,-1.362648e+01,2.855327e+01
-1.161116e+01,-1.360597e+01,2.863498e+01
-1.163090e+01,-1.358452e+01,2.871650e+01
-1.165023e+01,-1.356214e+01,2.879782e+01
-1.166913e+01,-1.353881e+01,2.887891e+01
-1.168762e+01,-1.351455e+01,2.895976e+01
-1.170567e+01,-1.348935e+01,2.904036e+01
-1.172329e+01,-1.346321e+01,2.912068e+01
-1.174047e+01,-1.343615e+01,2.920071e+01
-1.175720e+01,-1.340815e+01,2.928043e+01
-1.177349e+01,-1.337922e+01,2.935983e+01
-1.178932e+01,-1.334937e+01,2.943888e+01
-1.180469e+01,-1.331860e+01,2.951757e+01
-1.181959e+01,-1.328691e+01,2.959589e+01
-1.183403e+01,-1.325430e+01,2.967381e+01
-1.184800e+01,-1.322078e+01,2.975133e+01
-1.186148e+01,-1.318636e+01,2.982841e+01
-1.187449e+01,-1.315104e+01,2.990506e+01
-1.188701e+01,-1.311482e+01,2.998124e+01
-1.189905e+01,-1.307771e+01,3.005694e+01
-1.191059e+01,-1.303971e+01,3.013215e+01
-1.192163e+01,-1.300084e+01,3.020685e+01
-1.193217e+01,-1.296109e+01,3.028103e+01
-1.194221e+01,-1.292048e+01,3.035466e+01
-1.195173e+01,-1.287902e+01,3.042773e+01
-1.196075e+01,-1.283670e+01,3.050023e+01
-1.196925e+01,-1.279354e+01,3.057213e+01
-1.197723e+01,-1.274954e+01,3.064343e+01
-1.198470e+01,-1.270472e+01,3.071410e+01
-1.199163e+01,-1.265908e+01,3.078414e+01
-1.199804e+01,-1.261263e+01,3.085352e+01
-1.200392e+01,-1.256538e+01,3.092223e+01
-1.200927e+01,-1.251735e+01,3.099026e+01
-1.201409e+01,-1.246853e+01,3.105760e+01
-1.201836e+01,-1.241894e+01,3.112421e+01
-1.202210e+01,-1.236860e+01,3.119011e+01
-1.202529e+01,-1.231751e+01,3.125526e+01
-1.202794e+01,-1.226568e+01,3.131965e+01
-1.203004e+01,-1.221312e+01,3.138327e+01
-1.203160e+01,-1.215985e+01,3.144612e+01
-1.203261e+01,-1.210588e+01,3.150816e+01
-1.203307e+01,-1.205122e+01,3.156940e+01
-1.203297e+01,-1.199588e+01,3.162981e+01
-1.203232e+01,-1.193988e+01,3.168940e+01
-1.203112e+01,-1.188322e+01,3.174813e+01
-1.202937e+01,-1.182593e+01,3.180601e+01
-1.202705e+01,-1.176801e+01,3.186301e+01
-1.202418e+01,-1.170947e+01,3.191913e+01
-1.202076e+01,-1.165034e+01,3.197437e+01
-1.201678e+01,-1.159063e+01,3.202869e+01
-1.201224e+01,-1.153034e+01,3.208211e+01
-1.200714e+01,-1.146950e+01,3.213460e+01
-1.200148e+01,-1.140812e+01,3.218615e+01
-1.199527e+01,-1.134621e+01,3.223676e+01
-1.198850e+01,-1.128379e+01,3.228642e+01
-1.198118e+01,-1.122087e+01,3.233512e+01
-1.197330e+01,-1.115747e+01,3.238284e+01
-1.196486e+01,-1.109361e+01,3.242959e+01
-1.195587e+01,-1.102929e+01,3.247535e+01
-1.194633e+01,-1.096454e+01,3.252011e+01
-1.193624e+01,-1.089937e+01,3.256388e+01
-1.192559e+01,-1.083380e+01,3.260663e+01
-1.191440e+01,-1.076784e+01,3.264837e+01
-1.190266e+01,-1.070150e+01,3.268909e+01
-1.189038e+01,-1.063481e+01,3.272878e+01
-1.187755e+01,-1.056778e+01,3.276744e+01
-1.186418e+01,-1.050043e+01,3.280506e+01
-1.185028e+01,-1.043277e+01,3.284163e+01
-1.183583e+01,-1.036482e+01,3.287716e+01
-1.182086e+01,-1.029660e+01,3.291164e+01
-1.180535e+01,-1.022812e+01,3.294506e+01
-1.178931e+01,-1.015939e+01,3.297743e+01
-1.177275e+01,-1.009044e+01,3.300873e+01
-1.175567e+01,-1.002128e+01,3.303896e+01
-1.173807e+01,-9.951931e+00,3.306813e+01
-1.171995e+01,-9.882404e+00,3.309623e+01
-1.170132e+01,-9.812716e+00,3.312326e+01
-1.168218e+01,-9.742886e+00,3.314922e+01
-1.166253e+01,-9.672928e+00,3.317410e+01
-1.164239e+01,-9.602859e+00,3.319791e+01
-1.162174e+01,-9.532695e+00,3.322065e+01
-1.160061e+01,-9.462453e+00,3.324231e+01
-1.157898e+01,-9.392148e+00,3.326289e+01
-1.155687e+01,-9.321796e+00,3.328241e+01
-1.153428e+01,-9.251413e+00,3.330085e+01
-1.151122e+01,-9.181016e+00,3.331822e+01
-1.148768e+01,-9.110618e+00,3.333452e+01
-1.146368e+01,-9.040237e+00,3.334976e+01
-1.143921e+01,-8.969887e+00,3.336393e+01
